rank,name,establishment_means
species,Fimbristylis cymosa,native
species,Lobelia feayana,native
species,Parapoynx allionealis,NA
species,Acridotheres tristis,introduced
species,Megathyrsus maximus,introduced
species,Broussonetia papyrifera,introduced
species,Vireo solitarius,native
species,Aloe vera,introduced
species,Haemulon sciurus,NA
species,Micrurus fulvius,NA
species,Bombycilla cedrorum,native
species,Strongylura marina,NA
species,Torenia crustacea,introduced
species,Bacopa caroliniana,native
species,Chrysalidocarpus lutescens,introduced
species,Cyrilla racemiflora,NA
species,Euphorbia milii,introduced
species,Typha domingensis,native
species,Utricularia purpurea,native
hybrid,Kalanchoe × houghtonii,introduced
species,Ginglymostoma cirratum,NA
species,Tringa flavipes,NA
species,Schistocerca damnifica,native
species,Nerodia clarkii,NA
species,Asimina pygmaea,native
species,Paratrechina longicornis,introduced
species,Lilioceris cheni,introduced
species,Spatula clypeata,NA
species,Persicaria hydropiperoides,native
species,Condylostylus longicornis,NA
species,Masticophis flagellum,NA
species,Melospiza georgiana,native
species,Lysiloma latisiliquum,native
species,Stereum complicatum,NA
species,Tabanus atratus,NA
species,Passerina cyanea,native
species,Smilax laurifolia,native
species,Samolus ebracteatus,native
species,Phoenix roebelenii,introduced
species,Strymon istapa,NA
species,Polygyra cereolus,NA
species,Asimina incana,native
species,Quadrella cynophallophora,native
species,Melaleuca viminalis,introduced
species,Byrsonima lucida,native
species,Thespesia populnea,introduced
species,Ficus benghalensis,introduced
species,Tremella fuciformis,NA
species,Opheodrys aestivus,NA
species,Sonchus asper,introduced
species,Salvia misella,native
species,Caretta caretta,NA
species,Erynnis zarucco,NA
species,Acanthostracion quadricornis,NA
species,Mecardonia acuminata,native
species,Oclemena reticulata,native
species,Eryngium yuccifolium,native
species,Erigeron vernus,native
species,Euphorbia heterophylla,native
species,Coenobita clypeatus,NA
species,Pachnaeus litus,NA
species,Zephyranthes atamasco,native
species,Sida cordifolia,introduced
species,Pelidnota punctata,NA
species,Aurelia marginalis,NA
species,Lindernia grandiflora,native
species,Leucaena leucocephala,introduced
species,Croton glandulosus,native
species,Lepomis gulosus,NA
species,Chaptalia tomentosa,native
species,Chapmannia floridana,endemic
species,Pithecellobium keyense,native
species,Scutellaria integrifolia,native
species,Selaginella arenicola,native
species,Erythemis vesiculosa,NA
species,Proxys punctulatus,NA
species,Hydroprogne caspia,native
species,Hyla gratiosa,NA
species,Eryngium aromaticum,native
species,Sesbania vesicaria,native
species,Cichla ocellaris,introduced
species,Caranx hippos,NA
species,Limenitis arthemis,NA
species,Patagioenas leucocephala,NA
species,Ficus microcarpa,introduced
species,Waltheria indica,native
species,Lunarca ovalis,NA
species,Asclepias perennis,native
species,Spizella passerina,native
species,Tachycineta bicolor,native
species,Calopogon tuberosus,native
species,Stagmomantis carolina,NA
species,Tyrannus tyrannus,native
species,Nephrotoma suturalis,NA
species,Arcinella cornuta,NA
species,Euphorbia graminea,introduced
species,Cartrema americana,native
species,Enallagma doubledayi,NA
species,Oxidus gracilis,introduced
species,Selenops submaculosus,NA
species,Argopecten irradians,NA
species,Cissus verticillata,native
species,Triplofusus giganteus,NA
species,Ascalapha odorata,NA
species,Sarracenia psittacina,NA
species,Richardia brasiliensis,introduced
species,Botaurus lentiginosus,native
species,Lactifluus hygrophoroides,NA
species,Scincella lateralis,native
species,Troglodytes aedon,native
species,Chordeiles minor,native
species,Scaevola plumieri,native
species,Stachytarpheta cayennensis,NA
species,Platydemus manokwari,introduced
species,Enallagma pollutum,NA
species,Carphephorus paniculatus,native
species,Centruroides hentzi,NA
species,Mesembrinus multilineatus,NA
species,Ganoderma zonatum,NA
species,Erythemis plebeja,NA
species,Colaptes auratus,native
species,Neverita duplicata,NA
species,Trachycardium egmontianum,NA
species,Rumex hastatulus,native
species,Neoterebra dislocata,NA
species,Paepalanthus anceps,native
species,Terminalia catappa,introduced
species,Galactia volubilis,native
species,Hibiscus grandiflorus,native
species,Colinus virginianus,NA
species,Sabal minor,native
species,Rhododendron canescens,native
species,Armases cinereum,NA
species,Ageratina jucunda,native
species,Sericocarpus tortifolius,native
species,Sesbania herbacea,native
species,Sitta pusilla,NA
species,Sansevieria hyacinthoides,introduced
species,Charadrius melodus,NA
species,Schizophyllum commune,NA
species,Cornus foemina,native
species,Plumeria rubra,introduced
species,Anadara transversa,NA
species,Pinus taeda,native
species,Bignonia capreolata,native
species,Paroxya atlantica,NA
species,Andricus quercusfoliatus,NA
species,Cenchrus spinifex,native
species,Acanthocereus tetragonus,native
species,Melia azedarach,introduced
species,Cyperus odoratus,native
species,Boerhavia diffusa,native
species,Pygodasis quadrimaculata,NA
species,Chionopsis intapurpurea,native
species,Haemulon plumierii,NA
species,Phanaeus igneus,NA
species,Mallodon dasystomus,NA
species,Seymeria pectinata,native
species,Ligustrum japonicum,introduced
species,Celithemis ornata,NA
species,Liatris spicata,native
species,Carditamera floridana,NA
species,Sphoeroides testudineus,NA
species,Senna obtusifolia,NA
species,Panicum repens,introduced
species,Ipomoea triloba,introduced
species,Xyris caroliniana,native
species,Plicatula gibbosa,NA
species,Pityopsis tracyi,native
species,Littoraria angulifera,NA
species,Calopogon barbatus,native
species,Rhadinaea flavilata,native
species,Plantago virginica,native
species,Rhexia alifanus,native
species,Neocicada hieroglyphica,NA
species,Aristida beyrichiana,native
species,Gavia immer,native
species,Neoscona arabesca,NA
species,Tecomaria capensis,introduced
species,Hemisphaerota cyanea,native
species,Dracaena reflexa,introduced
species,Ulmus americana,native
species,Oarisma minima,NA
species,Cercis canadensis,native
hybrid,Citrus × aurantium,introduced
species,Vitis aestivalis,native
species,Dichanthelium commutatum,native
species,Dodonaea viscosa,native
species,Lupinus ocalensis,endemic
species,Cliftonia monophylla,native
species,Xyris elliottii,native
species,Sesbania punicea,introduced
species,Sarracenia rosea,NA
species,Crocanthemum nashii,native
species,Ligia exotica,introduced
species,Ludwigia repens,native
species,Oplismenus hirtellus,native
species,Senega cruciata,native
species,Alpinia zerumbet,introduced
species,Pelmatolapia mariae,introduced
species,Viola sororia,native
species,Drosera brevifolia,native
species,Aplidium stellatum,NA
species,Helenium amarum,native
species,Anisotremus virginicus,NA
species,Paspalum notatum,introduced
species,Morinda royoc,native
species,Bischofia javanica,introduced
species,Lupinus villosus,NA
species,Coreopsis lanceolata,NA
species,Liatris chapmanii,native
species,Oncopeltus fasciatus,NA
species,Adonidia merrillii,introduced
species,Froelichia floridana,native
species,Botaurus exilis,native
species,Cynoscion nebulosus,NA
species,Storeria victa,NA
species,Manduca sexta,NA
species,Chrysoma pauciflosculosa,NA
species,Rhexia nashii,native
species,Trachelospermum jasminoides,introduced
species,Platycerium bifurcatum,introduced
species,Megachile xylocopoides,NA
species,Limosa fedoa,NA
species,Mitreola petiolata,native
species,Cicindelidia punctulata,NA
species,Trioza magnoliae,NA
species,Eriocaulon compressum,native
species,Phoebis agarithe,NA
species,Oldenlandia corymbosa,NA
species,Syzygium cumini,introduced
species,Praxelis clematidea,introduced
species,Spilosoma dubia,NA
species,Salicornia ambigua,native
species,Recurvirostra americana,NA
species,Senna alata,introduced
species,Lactuca graminifolia,native
species,Drosera tracyi,NA
species,Gynacantha nervosa,NA
species,Atlides halesus,NA
species,Sideroxylon tenax,native
species,Dolomedes albineus,NA
species,Arnoglossum floridanum,endemic
species,Palafoxia integrifolia,native
species,Macrodiplax balteata,NA
species,Orphulella pelidna,NA
species,Acalypha arvensis,NA
species,Pseudemys concinna,NA
species,Sphecius speciosus,native
species,Rhaphiolepis indica,introduced
species,Cassiopea andromeda,introduced
species,Xanthopastis regnatrix,NA
species,Menippe mercenaria,NA
species,Argiope trifasciata,NA
species,Condylostylus mundus,NA
species,Anarhynchus nivosus,NA
species,Polygonella gracilis,native
species,Berlandiera pumila,native
species,Mellita quinquiesperforata,NA
species,Porzana carolina,native
species,Erigeron strigosus,native
species,Vitis cinerea,native
species,Liatris tenuifolia,native
species,Tringa solitaria,NA
species,Simarouba glauca,native
species,Agave americana,NA
species,Kukulcania hibernalis,NA
species,Bos taurus,introduced
species,Armadillidium vulgare,introduced
species,Macrocallista nimbosa,NA
species,Asclepias tomentosa,native
species,Juncus megacephalus,native
species,Lithobates clamitans,native
species,Mimosa microphylla,NA
species,Falco columbarius,native
species,Centrosema arenicola,endemic
species,Allamanda cathartica,introduced
species,Canna flaccida,native
species,Trema micranthum,NA
species,Senna pendula,introduced
species,Cygnus olor,introduced
species,Antigonon leptopus,introduced
species,Rubus pensilvanicus,NA
species,Paspalum setaceum,native
species,Clerodendrum quadriloculare,introduced
species,Oenothera humifusa,native
species,Chroicocephalus philadelphia,native
species,Prunus angustifolia,NA
species,Pluchea foetida,native
species,Sorghastrum secundum,native
species,Clematis crispa,native
species,Sceloporus woodi,endemic
species,Sacoila lanceolata,native
species,Rhexia cubensis,native
species,Pheidole obscurithorax,introduced
species,Calidris canutus,NA
species,Malvaviscus penduliflorus,introduced
species,Cotinis nitida,NA
species,Amanita persicina,NA
species,Utricularia cornuta,native
species,Euphorbia ophthalmica,native
species,Spoladea recurvalis,NA
species,Dalea feayi,native
species,Clogmia albipunctata,introduced
species,Antidrymaeus dormani,endemic
species,Senega setacea,native
species,Amblyomma americanum,NA
species,Elliptio jayensis,NA
species,Euptoieta claudia,NA
species,Senega incarnata,native
species,Polistes fuscatus,NA
species,Spiranthes praecox,native
species,Nelumbo lutea,native
species,Eumenes fraternus,NA
species,Ictinia mississippiensis,native
species,Amorpha fruticosa,native
species,Pinguicula caerulea,native
species,Symphyotrichum simmondsii,native
species,Metcalfa pruinosa,NA
species,Hepatus epheliticus,NA
species,Hypericum mutilum,native
species,Chauliodes rastricornis,NA
species,Euphyes arpa,native
species,Loropetalum chinense,introduced
species,Emilia praetermissa,introduced
species,Gaylussacia dumosa,native
species,Ananas comosus,NA
species,Ipomoea quamoclit,introduced
species,Nandina domestica,introduced
species,Vernonia angustifolia,native
species,Ilex ambigua,native
species,Chrysomela scripta,NA
species,Lutjanus synagris,NA
species,Pulchroboletus rubricitrinus,NA
species,Kalmia hirsuta,native
species,Callirhytis quercusbatatoides,NA
species,Haemulon flavolineatum,NA
species,Opuntia mesacantha,native
species,Cecropterus pylades,NA
species,Sphoeroides nephelus,NA
species,Odontoxiphidium apterum,NA
species,Arisaema acuminatum,NA
species,Tripsacum dactyloides,native
species,Anatherum capillipes,native
species,Panulirus argus,NA
species,Stipulicida setacea,native
species,Croton argyranthemus,NA
species,Ficus pumila,introduced
species,Protambulyx strigilis,NA
species,Symphyotrichum elliottii,native
species,Pantala flavescens,NA
species,Scarus guacamaia,NA
species,Dalea pinnata,native
species,Larra bicolor,NA
species,Eupatorium rotundifolium,native
species,Aythya americana,NA
species,Pantherophis spiloides,NA
species,Agalinis fasciculata,native
species,Halichoeres bivittatus,NA
species,Desmodium tortuosum,introduced
species,Satyrium favonius,NA
species,Atalopedes huron,NA
species,Parmotrema perforatum,NA
species,Triodanis perfoliata,native
species,Smilax tamnoides,native
species,Orthopristis chrysoptera,NA
species,Opuntia cochenillifera,NA
species,Liriope muscari,introduced
species,Trametes versicolor,NA
species,Phoebanthus grandiflorus,endemic
species,Fundulus chrysotus,NA
species,Dyschoriste oblongifolia,native
species,Liatris quadriflora,native
species,Galphimia gracilis,introduced
species,Fasciolaria tulipa,NA
species,Cladonia subtenuis,NA
species,Clinopodium coccineum,NA
species,Chaetodipterus faber,NA
species,Nehalennia pallidula,NA
species,Pseudognaphalium obtusifolium,native
species,Opsanus beta,NA
species,Monotropa uniflora,native
species,Juncus scirpoides,native
species,Arca zebra,NA
species,Aralia spinosa,native
species,Eleocharis interstincta,NA
species,Symphyotrichum dumosum,native
species,Iridopsis defectaria,NA
species,Clerodendrum paniculatum,introduced
species,Leiothlypis celata,NA
species,Polygonus histrio,NA
species,Quercus michauxii,NA
species,Thrinax radiata,native
species,Calopogon pallidus,native
species,Parkesia noveboracensis,native
species,Altica chalybea,NA
species,Fulguropsis pyruloides,native
species,Panoquina panoquin,NA
hybrid,Passiflora incarnata × cincinnata,introduced
